Num_Acc,lum,col,weekday
201600000001,plein jour,Deux véhicules - par le côté,lundi
201600000001,plein jour,Deux véhicules - par le côté,lundi
201600000002,plein jour,Autre collision,mercredi
201600000002,plein jour,Autre collision,mercredi
201600000002,plein jour,Autre collision,mercredi
201600000003,plein jour,Autre collision,mercredi
201600000003,plein jour,Autre collision,mercredi
201600000004,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000004,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000004,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000005,plein jour,Deux véhicules - par le côté,vendredi
201600000005,plein jour,Deux véhicules - par le côté,vendredi
201600000005,plein jour,Deux véhicules - par le côté,vendredi
201600000006,plein jour,Autre collision,vendredi
201600000006,plein jour,Autre collision,vendredi
201600000007,plein jour,Deux véhicules - par l'arrière,dimanche
201600000007,plein jour,Deux véhicules - par l'arrière,dimanche
201600000007,plein jour,Deux véhicules - par l'arrière,dimanche
201600000008,crepuscule ou aube,Deux véhicules - frontale,samedi
201600000008,crepuscule ou aube,Deux véhicules - frontale,samedi
201600000008,crepuscule ou aube,Deux véhicules - frontale,samedi
201600000009,plein jour,Deux véhicules - par le côté,vendredi
201600000009,plein jour,Deux véhicules - par le côté,vendredi
201600000010,plein jour,Autre collision,vendredi
201600000010,plein jour,Autre collision,vendredi
201600000011,crepuscule ou aube,Autre collision,lundi
201600000011,crepuscule ou aube,Autre collision,lundi
201600000012,nuit sans éclairage public,Sans collision,jeudi
201600000013,plein jour,Autre collision,vendredi
201600000013,plein jour,Autre collision,vendredi
201600000014,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000014,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000014,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000015,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600000015,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600000015,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600000016,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000016,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000016,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000017,nuit sans éclairage public,Autre collision,mardi
201600000018,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000018,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000019,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600000020,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600000020,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600000021,plein jour,Autre collision,vendredi
201600000021,plein jour,Autre collision,vendredi
201600000022,plein jour,Deux véhicules - par le côté,samedi
201600000022,plein jour,Deux véhicules - par le côté,samedi
201600000022,plein jour,Deux véhicules - par le côté,samedi
201600000023,plein jour,Autre collision,lundi
201600000024,nuit sans éclairage public,Autre collision,samedi
201600000024,nuit sans éclairage public,Autre collision,samedi
201600000025,nuit sans éclairage public,Sans collision,dimanche
201600000026,plein jour,Autre collision,mardi
201600000026,plein jour,Autre collision,mardi
201600000027,plein jour,Autre collision,jeudi
201600000027,plein jour,Autre collision,jeudi
201600000028,nuit sans éclairage public,Deux véhicules - par le côté,vendredi
201600000028,nuit sans éclairage public,Deux véhicules - par le côté,vendredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000029,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600000030,plein jour,Autre collision,vendredi
201600000030,plein jour,Autre collision,vendredi
201600000031,plein jour,Deux véhicules - par l'arrière,mercredi
201600000031,plein jour,Deux véhicules - par l'arrière,mercredi
201600000032,plein jour,Deux véhicules - par l'arrière,mardi
201600000032,plein jour,Deux véhicules - par l'arrière,mardi
201600000033,plein jour,Autre collision,jeudi
201600000033,plein jour,Autre collision,jeudi
201600000034,plein jour,Deux véhicules - frontale,jeudi
201600000034,plein jour,Deux véhicules - frontale,jeudi
201600000035,nuit avec eclairage public allume,Autre collision,mardi
201600000036,nuit sans éclairage public,Deux véhicules - frontale,lundi
201600000036,nuit sans éclairage public,Deux véhicules - frontale,lundi
201600000037,nuit sans éclairage public,Autre collision,dimanche
201600000038,plein jour,Deux véhicules - par le côté,mardi
201600000038,plein jour,Deux véhicules - par le côté,mardi
201600000038,plein jour,Deux véhicules - par le côté,mardi
201600000039,plein jour,Autre collision,jeudi
201600000039,plein jour,Autre collision,jeudi
201600000040,crepuscule ou aube,Autre collision,dimanche
201600000041,plein jour,Deux véhicules - par le côté,vendredi
201600000041,plein jour,Deux véhicules - par le côté,vendredi
201600000042,plein jour,Autre collision,mercredi
201600000043,nuit avec eclairage public allume,Autre collision,jeudi
201600000044,plein jour,Autre collision,samedi
201600000044,plein jour,Autre collision,samedi
201600000045,nuit avec eclairage public allume,Autre collision,vendredi
201600000045,nuit avec eclairage public allume,Autre collision,vendredi
201600000046,nuit sans éclairage public,Autre collision,dimanche
201600000046,nuit sans éclairage public,Autre collision,dimanche
201600000047,plein jour,Deux véhicules - par le côté,mercredi
201600000047,plein jour,Deux véhicules - par le côté,mercredi
201600000048,plein jour,Sans collision,lundi
201600000049,nuit avec eclairage public non allume,Sans collision,dimanche
201600000050,plein jour,Deux véhicules - par le côté,jeudi
201600000050,plein jour,Deux véhicules - par le côté,jeudi
201600000051,plein jour,Deux véhicules - frontale,vendredi
201600000051,plein jour,Deux véhicules - frontale,vendredi
201600000052,plein jour,Deux véhicules - par le côté,mercredi
201600000052,plein jour,Deux véhicules - par le côté,mercredi
201600000053,nuit sans éclairage public,Sans collision,vendredi
201600000054,plein jour,Deux véhicules - frontale,jeudi
201600000054,plein jour,Deux véhicules - frontale,jeudi
201600000054,plein jour,Deux véhicules - frontale,jeudi
201600000055,plein jour,Sans collision,dimanche
201600000056,crepuscule ou aube,Autre collision,mardi
201600000056,crepuscule ou aube,Autre collision,mardi
201600000057,nuit sans éclairage public,Deux véhicules - frontale,lundi
201600000057,nuit sans éclairage public,Deux véhicules - frontale,lundi
201600000057,nuit sans éclairage public,Deux véhicules - frontale,lundi
201600000058,nuit sans éclairage public,Autre collision,jeudi
201600000059,plein jour,Autre collision,mercredi
201600000060,plein jour,Deux véhicules - par le côté,samedi
201600000060,plein jour,Deux véhicules - par le côté,samedi
201600000061,nuit avec eclairage public allume,Autre collision,mercredi
201600000061,nuit avec eclairage public allume,Autre collision,mercredi
201600000062,nuit sans éclairage public,Autre collision,mercredi
201600000062,nuit sans éclairage public,Autre collision,mercredi
201600000063,plein jour,Deux véhicules - par le côté,mardi
201600000063,plein jour,Deux véhicules - par le côté,mardi
201600000063,plein jour,Deux véhicules - par le côté,mardi
201600000063,plein jour,Deux véhicules - par le côté,mardi
201600000063,plein jour,Deux véhicules - par le côté,mardi
201600000064,nuit sans éclairage public,Sans collision,dimanche
201600000065,plein jour,Autre collision,mercredi
201600000066,plein jour,Deux véhicules - frontale,lundi
201600000066,plein jour,Deux véhicules - frontale,lundi
201600000067,plein jour,Deux véhicules - par l'arrière,mercredi
201600000067,plein jour,Deux véhicules - par l'arrière,mercredi
201600000068,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600000068,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600000069,plein jour,Autre collision,lundi
201600000069,plein jour,Autre collision,lundi
201600000070,plein jour,Deux véhicules - par le côté,mercredi
201600000070,plein jour,Deux véhicules - par le côté,mercredi
201600000071,nuit avec eclairage public allume,Deux véhicules - frontale,jeudi
201600000071,nuit avec eclairage public allume,Deux véhicules - frontale,jeudi
201600000072,nuit sans éclairage public,Autre collision,mardi
201600000072,nuit sans éclairage public,Autre collision,mardi
201600000072,nuit sans éclairage public,Autre collision,mardi
201600000073,nuit avec eclairage public allume,Deux véhicules - par le côté,mardi
201600000073,nuit avec eclairage public allume,Deux véhicules - par le côté,mardi
201600000073,nuit avec eclairage public allume,Deux véhicules - par le côté,mardi
201600000074,nuit sans éclairage public,Autre collision,samedi
201600000075,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000075,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000076,plein jour,Deux véhicules - par l'arrière,mardi
201600000076,plein jour,Deux véhicules - par l'arrière,mardi
201600000077,plein jour,Deux véhicules - par le côté,jeudi
201600000077,plein jour,Deux véhicules - par le côté,jeudi
201600000078,crepuscule ou aube,Sans collision,samedi
201600000078,crepuscule ou aube,Sans collision,samedi
201600000078,crepuscule ou aube,Sans collision,samedi
201600000078,crepuscule ou aube,Sans collision,samedi
201600000078,crepuscule ou aube,Sans collision,samedi
201600000079,plein jour,Autre collision,dimanche
201600000080,nuit sans éclairage public,Autre collision,samedi
201600000080,nuit sans éclairage public,Autre collision,samedi
201600000080,nuit sans éclairage public,Autre collision,samedi
201600000081,plein jour,Deux véhicules - par le côté,vendredi
201600000081,plein jour,Deux véhicules - par le côté,vendredi
201600000082,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000082,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000082,plein jour,Trois véhicules et plus - collisions multiples,dimanche
201600000083,plein jour,Deux véhicules - par le côté,samedi
201600000083,plein jour,Deux véhicules - par le côté,samedi
201600000084,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000084,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000085,plein jour,Autre collision,vendredi
201600000086,plein jour,Autre collision,samedi
201600000087,plein jour,Deux véhicules - par l'arrière,lundi
201600000087,plein jour,Deux véhicules - par l'arrière,lundi
201600000088,plein jour,Deux véhicules - par le côté,mardi
201600000088,plein jour,Deux véhicules - par le côté,mardi
201600000088,plein jour,Deux véhicules - par le côté,mardi
201600000089,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600000089,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600000090,nuit avec eclairage public allume,Autre collision,samedi
201600000091,plein jour,Sans collision,samedi
201600000092,plein jour,Autre collision,mardi
201600000092,plein jour,Autre collision,mardi
201600000093,nuit avec eclairage public allume,Autre collision,lundi
201600000094,plein jour,Deux véhicules - par le côté,samedi
201600000094,plein jour,Deux véhicules - par le côté,samedi
201600000095,plein jour,Deux véhicules - frontale,lundi
201600000095,plein jour,Deux véhicules - frontale,lundi
201600000095,plein jour,Deux véhicules - frontale,lundi
201600000095,plein jour,Deux véhicules - frontale,lundi
201600000096,nuit sans éclairage public,Deux véhicules - par le côté,mercredi
201600000096,nuit sans éclairage public,Deux véhicules - par le côté,mercredi
201600000096,nuit sans éclairage public,Deux véhicules - par le côté,mercredi
201600000096,nuit sans éclairage public,Deux véhicules - par le côté,mercredi
201600000097,plein jour,Autre collision,mardi
201600000097,plein jour,Autre collision,mardi
201600000098,plein jour,Deux véhicules - frontale,dimanche
201600000098,plein jour,Deux véhicules - frontale,dimanche
201600000098,plein jour,Deux véhicules - frontale,dimanche
201600000099,nuit avec eclairage public allume,Autre collision,jeudi
201600000099,nuit avec eclairage public allume,Autre collision,jeudi
201600000100,nuit avec eclairage public allume,Autre collision,mercredi
201600000101,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000101,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000101,plein jour,Trois véhicules et plus - collisions multiples,jeudi
201600000102,plein jour,Deux véhicules - frontale,dimanche
201600000102,plein jour,Deux véhicules - frontale,dimanche
201600000103,crepuscule ou aube,Sans collision,mardi
201600000104,plein jour,Deux véhicules - frontale,vendredi
201600000104,plein jour,Deux véhicules - frontale,vendredi
201600000105,nuit sans éclairage public,Sans collision,vendredi
201600000106,plein jour,Autre collision,mercredi
201600000106,plein jour,Autre collision,mercredi
201600000107,nuit sans éclairage public,Sans collision,dimanche
201600000107,nuit sans éclairage public,Sans collision,dimanche
201600000108,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600000108,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600000108,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600000109,plein jour,Deux véhicules - frontale,vendredi
201600000109,plein jour,Deux véhicules - frontale,vendredi
201600000109,plein jour,Deux véhicules - frontale,vendredi
201600000110,plein jour,Autre collision,samedi
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000111,nuit avec eclairage public allume,Autre collision,dimanche
201600000112,crepuscule ou aube,Sans collision,vendredi
201600000112,crepuscule ou aube,Sans collision,vendredi
201600000112,crepuscule ou aube,Sans collision,vendredi
201600000113,plein jour,Autre collision,vendredi
201600000114,plein jour,Deux véhicules - par le côté,lundi
201600000114,plein jour,Deux véhicules - par le côté,lundi
201600000115,nuit sans éclairage public,Sans collision,vendredi
201600000116,plein jour,Autre collision,mardi
201600000117,nuit avec eclairage public allume,Autre collision,dimanche
201600000117,nuit avec eclairage public allume,Autre collision,dimanche
201600000117,nuit avec eclairage public allume,Autre collision,dimanche
201600000117,nuit avec eclairage public allume,Autre collision,dimanche
201600000117,nuit avec eclairage public allume,Autre collision,dimanche
201600000118,plein jour,Autre collision,dimanche
201600000119,plein jour,Deux véhicules - frontale,mardi
201600000119,plein jour,Deux véhicules - frontale,mardi
201600000119,plein jour,Deux véhicules - frontale,mardi
201600000119,plein jour,Deux véhicules - frontale,mardi
201600000120,nuit avec eclairage public allume,Deux véhicules - frontale,vendredi
201600000120,nuit avec eclairage public allume,Deux véhicules - frontale,vendredi
201600000121,plein jour,Sans collision,samedi
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,jeudi
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,jeudi
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,jeudi
201600000123,nuit avec eclairage public allume,Autre collision,samedi
201600000124,plein jour,Deux véhicules - frontale,dimanche
201600000124,plein jour,Deux véhicules - frontale,dimanche
201600000125,plein jour,Autre collision,samedi
201600000126,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600000126,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600000127,plein jour,Deux véhicules - frontale,samedi
201600000127,plein jour,Deux véhicules - frontale,samedi
201600000127,plein jour,Deux véhicules - frontale,samedi
201600000127,plein jour,Deux véhicules - frontale,samedi
201600000128,plein jour,Autre collision,dimanche
201600000129,nuit avec eclairage public allume,Autre collision,dimanche
201600000129,nuit avec eclairage public allume,Autre collision,dimanche
201600000129,nuit avec eclairage public allume,Autre collision,dimanche
201600000130,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600000130,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600000131,plein jour,Autre collision,dimanche
201600000131,plein jour,Autre collision,dimanche
201600000131,plein jour,Autre collision,dimanche
201600000132,plein jour,Deux véhicules - par le côté,jeudi
201600000132,plein jour,Deux véhicules - par le côté,jeudi
201600000133,plein jour,Autre collision,lundi
201600000134,nuit avec eclairage public allume,Autre collision,mardi
201600000134,nuit avec eclairage public allume,Autre collision,mardi
201600000134,nuit avec eclairage public allume,Autre collision,mardi
201600000134,nuit avec eclairage public allume,Autre collision,mardi
201600000134,nuit avec eclairage public allume,Autre collision,mardi
201600000135,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000135,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000136,plein jour,Autre collision,samedi
201600000136,plein jour,Autre collision,samedi
201600000137,nuit sans éclairage public,Autre collision,samedi
201600000138,plein jour,Deux véhicules - par le côté,vendredi
201600000138,plein jour,Deux véhicules - par le côté,vendredi
201600000139,plein jour,Deux véhicules - frontale,lundi
201600000139,plein jour,Deux véhicules - frontale,lundi
201600000140,plein jour,Autre collision,vendredi
201600000141,plein jour,Autre collision,vendredi
201600000141,plein jour,Autre collision,vendredi
201600000142,plein jour,Sans collision,vendredi
201600000143,plein jour,Autre collision,vendredi
201600000144,nuit avec eclairage public allume,Autre collision,jeudi
201600000145,plein jour,Deux véhicules - frontale,vendredi
201600000145,plein jour,Deux véhicules - frontale,vendredi
201600000146,plein jour,Deux véhicules - par le côté,lundi
201600000146,plein jour,Deux véhicules - par le côté,lundi
201600000146,plein jour,Deux véhicules - par le côté,lundi
201600000147,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600000147,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600000148,plein jour,Autre collision,samedi
201600000148,plein jour,Autre collision,samedi
201600000149,plein jour,Deux véhicules - frontale,mercredi
201600000149,plein jour,Deux véhicules - frontale,mercredi
201600000150,nuit sans éclairage public,Sans collision,jeudi
201600000151,plein jour,Autre collision,vendredi
201600000151,plein jour,Autre collision,vendredi
201600000152,plein jour,Autre collision,lundi
201600000152,plein jour,Autre collision,lundi
201600000153,nuit sans éclairage public,Autre collision,mercredi
201600000154,crepuscule ou aube,Sans collision,jeudi
201600000155,plein jour,Autre collision,samedi
201600000156,crepuscule ou aube,Deux véhicules - par le côté,dimanche
201600000156,crepuscule ou aube,Deux véhicules - par le côté,dimanche
201600000157,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000157,nuit avec eclairage public allume,Deux véhicules - frontale,samedi
201600000158,nuit sans éclairage public,Sans collision,mercredi
201600000159,plein jour,Deux véhicules - par le côté,mardi
201600000159,plein jour,Deux véhicules - par le côté,mardi
201600000160,nuit sans éclairage public,Autre collision,jeudi
201600000160,nuit sans éclairage public,Autre collision,jeudi
201600000161,plein jour,Deux véhicules - par l'arrière,samedi
201600000161,plein jour,Deux véhicules - par l'arrière,samedi
201600000162,plein jour,Autre collision,mardi
201600000162,plein jour,Autre collision,mardi
201600000163,plein jour,Trois véhicules et plus - en chaîne,vendredi
201600000163,plein jour,Trois véhicules et plus - en chaîne,vendredi
201600000163,plein jour,Trois véhicules et plus - en chaîne,vendredi
201600000164,plein jour,Deux véhicules - frontale,mardi
201600000164,plein jour,Deux véhicules - frontale,mardi
201600000165,crepuscule ou aube,Autre collision,vendredi
201600000165,crepuscule ou aube,Autre collision,vendredi
201600000166,plein jour,Deux véhicules - par l'arrière,dimanche
201600000166,plein jour,Deux véhicules - par l'arrière,dimanche
201600000167,plein jour,Deux véhicules - par le côté,samedi
201600000167,plein jour,Deux véhicules - par le côté,samedi
201600000168,plein jour,Autre collision,samedi
201600000168,plein jour,Autre collision,samedi
201600000168,plein jour,Autre collision,samedi
201600000169,plein jour,Deux véhicules - frontale,vendredi
201600000169,plein jour,Deux véhicules - frontale,vendredi
201600000170,crepuscule ou aube,Autre collision,mardi
201600000170,crepuscule ou aube,Autre collision,mardi
201600000171,plein jour,Deux véhicules - frontale,jeudi
201600000171,plein jour,Deux véhicules - frontale,jeudi
201600000172,plein jour,Sans collision,samedi
201600000173,plein jour,Sans collision,dimanche
201600000174,crepuscule ou aube,Deux véhicules - frontale,mercredi
201600000174,crepuscule ou aube,Deux véhicules - frontale,mercredi
201600000175,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,jeudi
201600000175,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,jeudi
201600000175,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,jeudi
201600000176,nuit sans éclairage public,Sans collision,mercredi
201600000177,crepuscule ou aube,Autre collision,samedi
201600000178,nuit avec eclairage public allume,Sans collision,vendredi
201600000179,plein jour,Sans collision,jeudi
201600000180,nuit sans éclairage public,Sans collision,vendredi
201600000181,nuit sans éclairage public,Autre collision,vendredi
201600000182,nuit sans éclairage public,Deux véhicules - frontale,jeudi
201600000182,nuit sans éclairage public,Deux véhicules - frontale,jeudi
201600000182,nuit sans éclairage public,Deux véhicules - frontale,jeudi
201600000183,plein jour,Trois véhicules et plus - en chaîne,lundi
201600000183,plein jour,Trois véhicules et plus - en chaîne,lundi
201600000183,plein jour,Trois véhicules et plus - en chaîne,lundi
201600000184,plein jour,Autre collision,jeudi
201600000184,plein jour,Autre collision,jeudi
201600000185,crepuscule ou aube,Sans collision,samedi
201600000185,crepuscule ou aube,Sans collision,samedi
201600000186,plein jour,Deux véhicules - par le côté,mercredi
201600000186,plein jour,Deux véhicules - par le côté,mercredi
201600000187,nuit sans éclairage public,Autre collision,dimanche
201600000187,nuit sans éclairage public,Autre collision,dimanche
201600000188,plein jour,Sans collision,vendredi
201600000189,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,mardi
201600000189,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,mardi
201600000189,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,mardi
201600000189,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,mardi
201600000190,plein jour,Deux véhicules - frontale,jeudi
201600000190,plein jour,Deux véhicules - frontale,jeudi
201600000191,plein jour,Autre collision,lundi
201600000192,plein jour,Deux véhicules - frontale,mercredi
201600000192,plein jour,Deux véhicules - frontale,mercredi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000193,crepuscule ou aube,Deux véhicules - frontale,mardi
201600000194,nuit sans éclairage public,Trois véhicules et plus - en chaîne,jeudi
201600000194,nuit sans éclairage public,Trois véhicules et plus - en chaîne,jeudi
201600000194,nuit sans éclairage public,Trois véhicules et plus - en chaîne,jeudi
201600000195,nuit sans éclairage public,Autre collision,samedi
201600000196,plein jour,Deux véhicules - par l'arrière,samedi
201600000196,plein jour,Deux véhicules - par l'arrière,samedi
201600000196,plein jour,Deux véhicules - par l'arrière,samedi
201600000196,plein jour,Deux véhicules - par l'arrière,samedi
201600000196,plein jour,Deux véhicules - par l'arrière,samedi
201600000197,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000197,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000197,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000197,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000198,plein jour,Trois véhicules et plus - en chaîne,samedi
201600000199,plein jour,Autre collision,lundi
201600000200,plein jour,Deux véhicules - par le côté,dimanche
201600000200,plein jour,Deux véhicules - par le côté,dimanche
201600000200,plein jour,Deux véhicules - par le côté,dimanche
201600000201,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000201,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000201,nuit sans éclairage public,Deux véhicules - par l'arrière,samedi
201600000202,plein jour,Deux véhicules - par l'arrière,mercredi
201600000202,plein jour,Deux véhicules - par l'arrière,mercredi
201600000202,plein jour,Deux véhicules - par l'arrière,mercredi
201600000203,plein jour,Deux véhicules - par le côté,mercredi
201600000203,plein jour,Deux véhicules - par le côté,mercredi
201600000204,plein jour,Deux véhicules - frontale,jeudi
201600000204,plein jour,Deux véhicules - frontale,jeudi
201600000204,plein jour,Deux véhicules - frontale,jeudi
201600000204,plein jour,Deux véhicules - frontale,jeudi
201600000205,nuit sans éclairage public,Deux véhicules - par le côté,jeudi
201600000205,nuit sans éclairage public,Deux véhicules - par le côté,jeudi
201600000206,plein jour,Deux véhicules - par le côté,vendredi
201600000206,plein jour,Deux véhicules - par le côté,vendredi
201600000206,plein jour,Deux véhicules - par le côté,vendredi
201600000207,plein jour,Deux véhicules - par le côté,dimanche
201600000207,plein jour,Deux véhicules - par le côté,dimanche
201600000208,plein jour,Deux véhicules - par le côté,lundi
201600000208,plein jour,Deux véhicules - par le côté,lundi
201600000209,plein jour,Autre collision,mardi
201600000210,plein jour,Sans collision,mardi
201600000211,plein jour,Sans collision,vendredi
201600000212,crepuscule ou aube,Autre collision,samedi
201600000213,nuit avec eclairage public allume,Autre collision,lundi
201600000213,nuit avec eclairage public allume,Autre collision,lundi
201600000214,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000214,crepuscule ou aube,Deux véhicules - par le côté,lundi
201600000215,plein jour,Deux véhicules - par le côté,mercredi
201600000215,plein jour,Deux véhicules - par le côté,mercredi
201600000215,plein jour,Deux véhicules - par le côté,mercredi
201600000215,plein jour,Deux véhicules - par le côté,mercredi
201600000216,plein jour,Autre collision,mardi
201600000216,plein jour,Autre collision,mardi
201600000216,plein jour,Autre collision,mardi
201600000216,plein jour,Autre collision,mardi
201600000217,nuit sans éclairage public,Autre collision,mercredi
201600000218,plein jour,Sans collision,mercredi
201600000219,plein jour,Sans collision,mardi
201600000220,plein jour,Sans collision,dimanche
201600000220,plein jour,Sans collision,dimanche
201600000221,plein jour,Deux véhicules - frontale,mercredi
201600000221,plein jour,Deux véhicules - frontale,mercredi
201600000222,plein jour,Autre collision,lundi
201600000222,plein jour,Autre collision,lundi
201600000223,nuit sans éclairage public,Autre collision,dimanche
201600000223,nuit sans éclairage public,Autre collision,dimanche
201600000224,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,dimanche
201600000224,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,dimanche
201600000224,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,dimanche
201600000225,plein jour,Sans collision,jeudi
201600000226,plein jour,Autre collision,jeudi
201600000227,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600000227,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600000227,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600000228,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600000228,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600000228,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600000229,plein jour,Deux véhicules - frontale,vendredi
201600000229,plein jour,Deux véhicules - frontale,vendredi
201600000230,plein jour,Autre collision,mardi
201600000230,plein jour,Autre collision,mardi
201600000230,plein jour,Autre collision,mardi
201600000231,plein jour,Deux véhicules - par le côté,vendredi
201600000231,plein jour,Deux véhicules - par le côté,vendredi
201600000232,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600000232,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600000233,crepuscule ou aube,Deux véhicules - par l'arrière,lundi
201600000233,crepuscule ou aube,Deux véhicules - par l'arrière,lundi
201600000234,plein jour,Autre collision,jeudi
201600000235,crepuscule ou aube,Deux véhicules - frontale,dimanche
